temperature,month,hour,weekend,sunny,crowd_level,weather_Clear,weather_Drizzle,weather_Mostly Clear,weather_Overcast,weather_Partly Cloudy,weather_Rain,weather_Snow
24.7,8,18,0,0,0.7,False,False,True,False,False,False,False
23.7,8,19,0,0,0.63,False,False,True,False,False,False,False
22.0,8,20,0,0,0.61,False,False,True,False,False,False,False
20.9,8,10,0,1,0.51,True,False,False,False,False,False,False
23.1,8,11,0,1,0.66,True,False,False,False,False,False,False
24.4,8,12,0,1,0.68,True,False,False,False,False,False,False
25.4,8,13,0,1,0.72,True,False,False,False,False,False,False
26.2,8,14,0,1,0.71,True,False,False,False,False,False,False
26.8,8,15,0,1,0.75,True,False,False,False,False,False,False
26.9,8,16,0,1,0.76,True,False,False,False,False,False,False
26.8,8,17,0,1,0.78,True,False,False,False,False,False,False
26.5,8,18,0,1,0.78,True,False,False,False,False,False,False
25.7,8,19,0,1,0.69,True,False,False,False,False,False,False
22.8,8,20,0,1,0.71,True,False,False,False,False,False,False
22.1,8,10,0,0,0.47,False,False,False,False,True,False,False
24.5,8,11,0,0,0.39,False,False,False,True,False,False,False
26.1,8,12,0,0,0.43,False,False,False,True,False,False,False
27.1,8,13,0,0,0.45,False,False,False,True,False,False,False
27.8,8,14,0,0,0.46,False,False,False,True,False,False,False
28.2,8,15,0,0,0.48,False,False,False,True,False,False,False
28.5,8,16,0,0,0.52,False,False,False,True,False,False,False
28.3,8,17,0,0,0.48,False,False,False,True,False,False,False
27.8,8,18,0,0,0.49,False,False,False,True,False,False,False
26.3,8,19,0,0,0.43,False,False,False,True,False,False,False
24.1,8,20,0,0,0.43,False,False,False,True,False,False,False
21.7,8,10,0,0,0.35,False,False,False,True,False,False,False
24.4,8,11,0,0,0.39,False,False,False,True,False,False,False
25.6,8,12,0,0,0.39,False,False,False,True,False,False,False
27.9,8,13,0,0,0.46,False,False,False,True,False,False,False
27.8,8,14,0,0,0.44,False,False,False,True,False,False,False
27.3,8,15,0,0,0.45,False,False,False,True,False,False,False
26.6,8,16,0,0,0.46,False,False,False,True,False,False,False
25.6,8,17,0,0,0.27,False,True,False,False,False,False,False
25.4,8,18,0,0,0.27,False,True,False,False,False,False,False
24.6,8,19,0,0,0.61,False,False,True,False,False,False,False
23.9,8,20,0,0,0.64,False,False,True,False,False,False,False
23.8,8,10,1,0,0.28,False,True,False,False,False,False,False
25.4,8,11,1,0,0.46,False,False,False,True,False,False,False
26.7,8,12,1,0,0.47,False,False,False,True,False,False,False
27.4,8,13,1,0,0.52,False,False,False,True,False,False,False
27.4,8,14,1,0,0.3,False,True,False,False,False,False,False
25.6,8,15,1,0,0.34,False,True,False,False,False,False,False
22.8,8,16,1,0,0.34,False,True,False,False,False,False,False
24.7,8,17,1,0,0.35,False,True,False,False,False,False,False
25.8,8,18,1,0,0.55,False,False,False,True,False,False,False
25.7,8,19,1,0,0.67,False,False,False,False,True,False,False
24.1,8,20,1,1,0.82,True,False,False,False,False,False,False
21.5,8,10,1,0,0.24,False,True,False,False,False,False,False
22.7,8,11,1,0,0.46,False,False,False,True,False,False,False
23.8,8,12,1,0,0.31,False,True,False,False,False,False,False
24.7,8,13,1,0,0.31,False,True,False,False,False,False,False
24.7,8,14,1,0,0.54,False,False,False,True,False,False,False
25.3,8,15,1,0,0.54,False,False,False,True,False,False,False
25.3,8,16,1,1,0.88,True,False,False,False,False,False,False
25.9,8,17,1,0,0.74,False,False,False,False,True,False,False
24.7,8,18,1,0,0.34,False,True,False,False,False,False,False
22.8,8,19,1,0,0.32,False,True,False,False,False,False,False
21.9,8,20,1,0,0.63,False,False,False,False,True,False,False
20.2,8,10,0,0,0.22,False,True,False,False,False,False,False
20.3,8,11,0,0,0.22,False,True,False,False,False,False,False
21.4,8,12,0,0,0.21,False,True,False,False,False,False,False
21.9,8,13,0,0,0.41,False,False,False,True,False,False,False
22.0,8,14,0,0,0.27,False,True,False,False,False,False,False
22.4,8,15,0,0,0.28,False,True,False,False,False,False,False
22.6,8,16,0,0,0.3,False,True,False,False,False,False,False
21.2,8,17,0,0,0.43,False,False,False,True,False,False,False
20.3,8,18,0,0,0.43,False,False,False,True,False,False,False
19.4,8,19,0,0,0.36,False,False,False,True,False,False,False
18.5,8,20,0,0,0.38,False,False,False,True,False,False,False
16.0,8,10,0,0,0.28,False,False,False,True,False,False,False
16.9,8,11,0,0,0.49,False,False,True,False,False,False,False
18.2,8,12,0,0,0.5,False,False,False,False,True,False,False
19.0,8,13,0,0,0.57,False,False,True,False,False,False,False
19.8,8,14,0,0,0.54,False,False,False,False,True,False,False
20.4,8,15,0,0,0.54,False,False,False,False,True,False,False
20.5,8,16,0,0,0.61,False,False,True,False,False,False,False
20.2,8,17,0,1,0.7,True,False,False,False,False,False,False
19.1,8,18,0,0,0.64,False,False,True,False,False,False,False
17.4,8,19,0,1,0.62,True,False,False,False,False,False,False
16.2,8,20,0,0,0.53,False,False,True,False,False,False,False
16.6,8,10,0,1,0.48,True,False,False,False,False,False,False
18.4,8,11,0,0,0.47,False,False,False,False,True,False,False
18.8,8,12,0,0,0.38,False,False,False,True,False,False,False
19.0,8,13,0,0,0.42,False,False,False,True,False,False,False
19.9,8,14,0,0,0.6,False,False,True,False,False,False,False
20.8,8,15,0,0,0.44,False,False,False,True,False,False,False
20.5,8,16,0,0,0.62,False,False,True,False,False,False,False
20.4,8,17,0,0,0.61,False,False,True,False,False,False,False
20.2,8,18,0,1,0.7,True,False,False,False,False,False,False
18.8,8,19,0,1,0.64,True,False,False,False,False,False,False
16.7,8,20,0,1,0.56,True,False,False,False,False,False,False
16.7,8,10,0,1,0.44,True,False,False,False,False,False,False
18.8,8,11,0,1,0.57,True,False,False,False,False,False,False
20.1,8,12,0,0,0.56,False,False,True,False,False,False,False
21.9,8,13,0,0,0.38,False,False,False,True,False,False,False
23.1,8,14,0,0,0.58,False,False,False,False,True,False,False
23.5,8,15,0,1,0.76,True,False,False,False,False,False,False
23.9,8,16,0,1,0.78,True,False,False,False,False,False,False
23.8,8,17,0,0,0.67,False,False,True,False,False,False,False
23.5,8,18,0,0,0.69,False,False,True,False,False,False,False
22.0,8,19,0,1,0.68,True,False,False,False,False,False,False
19.2,8,20,0,1,0.6,True,False,False,False,False,False,False
19.2,8,10,0,1,0.51,True,False,False,False,False,False,False
21.6,8,11,0,1,0.58,True,False,False,False,False,False,False
23.0,8,12,0,1,0.66,True,False,False,False,False,False,False
23.8,8,13,0,1,0.71,True,False,False,False,False,False,False
24.6,8,14,0,0,0.68,False,False,True,False,False,False,False
25.1,8,15,0,1,0.77,True,False,False,False,False,False,False
25.4,8,16,0,1,0.75,True,False,False,False,False,False,False
25.5,8,17,0,1,0.77,True,False,False,False,False,False,False
25.1,8,18,0,1,0.78,True,False,False,False,False,False,False
23.7,8,19,0,0,0.62,False,False,True,False,False,False,False
21.1,8,20,0,1,0.65,True,False,False,False,False,False,False
20.3,8,10,1,1,0.67,True,False,False,False,False,False,False
23.5,8,11,1,1,0.8,True,False,False,False,False,False,False
25.9,8,12,1,1,0.79,True,False,False,False,False,False,False
27.2,8,13,1,1,0.87,True,False,False,False,False,False,False
28.0,8,14,1,1,0.89,True,False,False,False,False,False,False
28.6,8,15,1,1,0.95,True,False,False,False,False,False,False
29.0,8,16,1,1,0.96,True,False,False,False,False,False,False
29.0,8,17,1,1,0.96,True,False,False,False,False,False,False
28.8,8,18,1,1,0.97,True,False,False,False,False,False,False
26.8,8,19,1,0,0.75,False,False,True,False,False,False,False
23.5,8,20,1,0,0.75,False,False,True,False,False,False,False
22.2,8,10,1,1,0.73,True,False,False,False,False,False,False
25.4,8,11,1,1,0.75,True,False,False,False,False,False,False
27.7,8,12,1,1,0.81,True,False,False,False,False,False,False
28.8,8,13,1,1,0.89,True,False,False,False,False,False,False
29.7,8,14,1,0,0.83,False,False,True,False,False,False,False
29.7,8,15,1,0,0.37,False,True,False,False,False,False,False
29.8,8,16,1,0,0.33,False,True,False,False,False,False,False
29.7,8,17,1,0,0.87,False,False,True,False,False,False,False
28.1,8,18,1,0,0.36,False,True,False,False,False,False,False
27.0,8,19,1,0,0.68,False,False,False,False,True,False,False
24.4,8,20,1,0,0.73,False,False,True,False,False,False,False
22.1,8,10,0,0,0.21,False,True,False,False,False,False,False
22.3,8,11,0,0,0.23,False,True,False,False,False,False,False
24.6,8,12,0,0,0.53,False,False,False,False,True,False,False
26.0,8,13,0,0,0.45,False,False,False,True,False,False,False
27.0,8,14,0,0,0.58,False,False,False,False,True,False,False
28.5,8,15,0,1,0.81,True,False,False,False,False,False,False
29.4,8,16,0,0,0.74,False,False,True,False,False,False,False
29.4,8,17,0,0,0.75,False,False,True,False,False,False,False
28.7,8,18,0,0,0.3,False,True,False,False,False,False,False
27.6,8,19,0,0,0.63,False,False,True,False,False,False,False
27.4,8,20,0,0,0.61,False,False,True,False,False,False,False
24.1,8,10,0,0,0.48,False,False,False,False,True,False,False
27.1,8,11,0,1,0.63,True,False,False,False,False,False,False
29.4,8,12,0,0,0.67,False,False,True,False,False,False,False
30.7,8,13,0,1,0.76,True,False,False,False,False,False,False
31.8,8,14,0,1,0.79,True,False,False,False,False,False,False
32.6,8,15,0,1,0.82,True,False,False,False,False,False,False
33.5,8,16,0,1,0.83,True,False,False,False,False,False,False
33.8,8,17,0,0,0.73,False,False,True,False,False,False,False
32.1,8,18,0,0,0.31,False,True,False,False,False,False,False
29.7,8,19,0,0,0.28,False,True,False,False,False,False,False
27.7,8,20,0,0,0.41,False,False,False,True,False,False,False
25.4,8,10,0,1,0.6,True,False,False,False,False,False,False
27.9,8,11,0,1,0.65,True,False,False,False,False,False,False
29.5,8,12,0,1,0.73,True,False,False,False,False,False,False
30.8,8,13,0,1,0.75,True,False,False,False,False,False,False
31.8,8,14,0,1,0.79,True,False,False,False,False,False,False
32.7,8,15,0,0,0.67,False,False,False,False,True,False,False
29.1,8,16,0,0,0.31,False,True,False,False,False,False,False
30.3,8,17,0,0,0.74,False,False,True,False,False,False,False
30.2,8,18,0,0,0.66,False,False,False,False,True,False,False
29.0,8,19,0,0,0.69,False,False,True,False,False,False,False
26.5,8,20,0,0,0.62,False,False,True,False,False,False,False
26.2,8,10,0,0,0.48,False,False,False,False,True,False,False
28.0,8,11,0,0,0.54,False,False,False,False,True,False,False
29.3,8,12,0,0,0.57,False,False,False,False,True,False,False
30.4,8,13,0,0,0.7,False,False,True,False,False,False,False
31.2,8,14,0,0,0.65,False,False,False,False,True,False,False
31.5,8,15,0,0,0.65,False,False,False,False,True,False,False
29.5,8,16,0,0,0.48,False,False,False,True,False,False,False
25.0,8,17,0,0,0.17,False,False,False,False,False,True,False
25.0,8,18,0,0,0.16,False,False,False,False,False,True,False
23.9,8,19,0,0,0.25,False,True,False,False,False,False,False
23.2,8,20,0,0,0.54,False,False,False,False,True,False,False
23.2,8,10,0,0,0.38,False,False,False,True,False,False,False
25.7,8,11,0,0,0.53,False,False,False,False,True,False,False
27.6,8,12,0,0,0.62,False,False,True,False,False,False,False
29.4,8,13,0,1,0.78,True,False,False,False,False,False,False
30.5,8,14,0,0,0.69,False,False,True,False,False,False,False
31.1,8,15,0,1,0.83,True,False,False,False,False,False,False
31.5,8,16,0,0,0.74,False,False,True,False,False,False,False
31.5,8,17,0,0,0.75,False,False,True,False,False,False,False
30.6,8,18,0,0,0.3,False,True,False,False,False,False,False
29.3,8,19,0,0,0.65,False,False,True,False,False,False,False
23.5,8,20,0,0,0.18,False,False,False,False,False,True,False
25.2,8,10,1,0,0.46,False,False,False,True,False,False,False
25.1,8,11,1,0,0.46,False,False,False,True,False,False,False
27.8,8,12,1,0,0.7,False,False,True,False,False,False,False
29.5,8,13,1,0,0.54,False,False,False,True,False,False,False
29.6,8,14,1,0,0.33,False,True,False,False,False,False,False
28.8,8,15,1,0,0.33,False,True,False,False,False,False,False
24.5,8,16,1,0,0.19,False,False,False,False,False,True,False
23.0,8,17,1,0,0.32,False,True,False,False,False,False,False
23.7,8,18,1,0,0.33,False,True,False,False,False,False,False
23.5,8,19,1,0,0.51,False,False,False,True,False,False,False
22.6,8,20,1,0,0.17,False,False,False,False,False,True,False
24.3,9,11,1,1,0.53,True,False,False,False,False,False,False
25.6,9,12,1,1,0.58,True,False,False,False,False,False,False
26.9,9,13,1,1,0.68,True,False,False,False,False,False,False
28.1,9,14,1,1,0.69,True,False,False,False,False,False,False
29.1,9,15,1,1,0.72,True,False,False,False,False,False,False
29.2,9,16,1,1,0.75,True,False,False,False,False,False,False
29.0,9,17,1,1,0.74,True,False,False,False,False,False,False
28.7,9,18,1,0,0.62,False,False,False,False,True,False,False
18.9,9,11,0,1,0.3,True,False,False,False,False,False,False
20.0,9,12,0,1,0.37,True,False,False,False,False,False,False
21.3,9,13,0,1,0.44,True,False,False,False,False,False,False
22.2,9,14,0,0,0.46,False,False,True,False,False,False,False
22.5,9,15,0,1,0.57,True,False,False,False,False,False,False
22.4,9,16,0,1,0.57,True,False,False,False,False,False,False
21.8,9,17,0,1,0.48,True,False,False,False,False,False,False
20.9,9,18,0,1,0.48,True,False,False,False,False,False,False
17.9,9,11,0,1,0.34,True,False,False,False,False,False,False
19.3,9,12,0,1,0.39,True,False,False,False,False,False,False
20.4,9,13,0,1,0.47,True,False,False,False,False,False,False
21.4,9,14,0,1,0.44,True,False,False,False,False,False,False
22.1,9,15,0,1,0.57,True,False,False,False,False,False,False
22.4,9,16,0,1,0.55,True,False,False,False,False,False,False
22.4,9,17,0,1,0.55,True,False,False,False,False,False,False
21.9,9,18,0,1,0.51,True,False,False,False,False,False,False
19.9,9,11,0,1,0.33,True,False,False,False,False,False,False
21.8,9,12,0,1,0.39,True,False,False,False,False,False,False
23.3,9,13,0,1,0.54,True,False,False,False,False,False,False
24.3,9,14,0,1,0.52,True,False,False,False,False,False,False
25.0,9,15,0,1,0.58,True,False,False,False,False,False,False
25.3,9,16,0,1,0.56,True,False,False,False,False,False,False
25.0,9,17,0,1,0.56,True,False,False,False,False,False,False
24.2,9,18,0,1,0.55,True,False,False,False,False,False,False
20.9,9,11,0,1,0.32,True,False,False,False,False,False,False
22.9,9,12,0,1,0.43,True,False,False,False,False,False,False
24.2,9,13,0,1,0.53,True,False,False,False,False,False,False
25.3,9,14,0,1,0.54,True,False,False,False,False,False,False
25.9,9,15,0,1,0.56,True,False,False,False,False,False,False
26.4,9,16,0,1,0.55,True,False,False,False,False,False,False
26.3,9,17,0,1,0.58,True,False,False,False,False,False,False
25.7,9,18,0,1,0.57,True,False,False,False,False,False,False
23.4,9,11,0,0,0.34,False,False,True,False,False,False,False
26.1,9,12,0,1,0.44,True,False,False,False,False,False,False
28.3,9,13,0,0,0.54,False,False,True,False,False,False,False
28.9,9,14,0,0,0.5,False,False,True,False,False,False,False
29.6,9,15,0,0,0.5,False,False,False,False,True,False,False
29.4,9,16,0,0,0.49,False,False,False,False,True,False,False
28.0,9,17,0,0,0.25,False,True,False,False,False,False,False
27.0,9,18,0,0,0.34,False,False,False,True,False,False,False
16.4,9,11,1,1,0.38,True,False,False,False,False,False,False
17.4,9,12,1,0,0.19,False,True,False,False,False,False,False
18.2,9,13,1,0,0.24,False,True,False,False,False,False,False
19.1,9,14,1,0,0.21,False,True,False,False,False,False,False
19.0,9,15,1,0,0.56,False,False,True,False,False,False,False
18.5,9,16,1,0,0.26,False,True,False,False,False,False,False
17.9,9,17,1,0,0.58,False,False,True,False,False,False,False
16.8,9,18,1,0,0.45,False,False,False,False,True,False,False
15.6,9,11,1,1,0.4,True,False,False,False,False,False,False
17.1,9,12,1,1,0.5,True,False,False,False,False,False,False
18.4,9,13,1,0,0.52,False,False,True,False,False,False,False
19.2,9,14,1,1,0.58,True,False,False,False,False,False,False
19.6,9,15,1,1,0.62,True,False,False,False,False,False,False
19.8,9,16,1,1,0.63,True,False,False,False,False,False,False
19.7,9,17,1,1,0.6,True,False,False,False,False,False,False
19.1,9,18,1,1,0.62,True,False,False,False,False,False,False
19.0,9,11,0,1,0.33,True,False,False,False,False,False,False
20.4,9,12,0,0,0.36,False,False,True,False,False,False,False
21.4,9,13,0,1,0.47,True,False,False,False,False,False,False
22.5,9,14,0,1,0.51,True,False,False,False,False,False,False
23.3,9,15,0,1,0.58,True,False,False,False,False,False,False
23.5,9,16,0,0,0.45,False,False,False,False,True,False,False
23.2,9,17,0,0,0.5,False,False,True,False,False,False,False
22.8,9,18,0,1,0.56,True,False,False,False,False,False,False
21.2,9,11,0,1,0.34,True,False,False,False,False,False,False
23.3,9,12,0,1,0.45,True,False,False,False,False,False,False
25.0,9,13,0,0,0.45,False,False,False,False,True,False,False
25.9,9,14,0,0,0.49,False,False,True,False,False,False,False
26.6,9,15,0,0,0.51,False,False,True,False,False,False,False
26.9,9,16,0,0,0.33,False,False,False,True,False,False,False
26.8,9,17,0,0,0.48,False,False,False,False,True,False,False
26.0,9,18,0,0,0.46,False,False,False,False,True,False,False
23.6,9,11,0,1,0.4,True,False,False,False,False,False,False
25.6,9,12,0,1,0.42,True,False,False,False,False,False,False
26.5,9,13,0,0,0.4,False,False,False,False,True,False,False
27.2,9,14,0,1,0.53,True,False,False,False,False,False,False
27.7,9,15,0,1,0.55,True,False,False,False,False,False,False
27.9,9,16,0,1,0.55,True,False,False,False,False,False,False
27.9,9,17,0,1,0.57,True,False,False,False,False,False,False
27.2,9,18,0,1,0.56,True,False,False,False,False,False,False
23.4,9,11,0,1,0.37,True,False,False,False,False,False,False
25.1,9,12,0,1,0.42,True,False,False,False,False,False,False
26.4,9,13,0,1,0.53,True,False,False,False,False,False,False
27.3,9,14,0,1,0.53,True,False,False,False,False,False,False
27.8,9,15,0,1,0.57,True,False,False,False,False,False,False
28.1,9,16,0,1,0.61,True,False,False,False,False,False,False
27.7,9,17,0,1,0.59,True,False,False,False,False,False,False
26.7,9,18,0,0,0.34,False,False,False,True,False,False,False
22.9,9,11,0,0,0.34,False,False,False,False,True,False,False
24.6,9,12,0,0,0.37,False,False,False,False,True,False,False
25.7,9,13,0,0,0.49,False,False,True,False,False,False,False
26.7,9,14,0,0,0.45,False,False,False,False,True,False,False
27.4,9,15,0,0,0.46,False,False,False,False,True,False,False
27.6,9,16,0,1,0.56,True,False,False,False,False,False,False
27.2,9,17,0,1,0.57,True,False,False,False,False,False,False
26.4,9,18,0,1,0.55,True,False,False,False,False,False,False
23.9,9,11,1,1,0.52,True,False,False,False,False,False,False
25.4,9,12,1,1,0.55,True,False,False,False,False,False,False
26.4,9,13,1,1,0.63,True,False,False,False,False,False,False
27.1,9,14,1,1,0.67,True,False,False,False,False,False,False
27.9,9,15,1,1,0.71,True,False,False,False,False,False,False
28.4,9,16,1,1,0.74,True,False,False,False,False,False,False
28.2,9,17,1,1,0.72,True,False,False,False,False,False,False
27.4,9,18,1,1,0.68,True,False,False,False,False,False,False
23.6,9,11,1,1,0.55,True,False,False,False,False,False,False
25.3,9,12,1,1,0.57,True,False,False,False,False,False,False
26.4,9,13,1,1,0.64,True,False,False,False,False,False,False
27.5,9,14,1,1,0.63,True,False,False,False,False,False,False
28.1,9,15,1,1,0.73,True,False,False,False,False,False,False
28.1,9,16,1,1,0.74,True,False,False,False,False,False,False
27.6,9,17,1,1,0.71,True,False,False,False,False,False,False
26.7,9,18,1,1,0.71,True,False,False,False,False,False,False
21.5,9,11,0,0,0.2,False,False,False,True,False,False,False
23.2,9,12,0,0,0.26,False,False,False,True,False,False,False
24.2,9,13,0,0,0.32,False,False,False,True,False,False,False
25.2,9,14,0,0,0.35,False,False,False,True,False,False,False
25.3,9,15,0,0,0.33,False,False,False,True,False,False,False
25.3,9,16,0,0,0.34,False,False,False,True,False,False,False
24.7,9,17,0,0,0.35,False,False,False,True,False,False,False
23.8,9,18,0,0,0.36,False,False,False,True,False,False,False
22.9,9,11,0,0,0.23,False,False,False,True,False,False,False
24.2,9,12,0,0,0.25,False,False,False,True,False,False,False
24.1,9,13,0,0,0.32,False,False,False,True,False,False,False
24.9,9,14,0,0,0.3,False,False,False,True,False,False,False
25.8,9,15,0,0,0.33,False,False,False,True,False,False,False
26.6,9,16,0,0,0.36,False,False,False,True,False,False,False
26.4,9,17,0,0,0.37,False,False,False,True,False,False,False
25.6,9,18,0,0,0.34,False,False,False,True,False,False,False
22.3,9,11,0,0,0.36,False,False,True,False,False,False,False
24.3,9,12,0,0,0.35,False,False,False,False,True,False,False
24.6,9,13,0,0,0.22,False,True,False,False,False,False,False
25.6,9,14,0,0,0.21,False,True,False,False,False,False,False
23.6,9,15,0,0,0.2,False,True,False,False,False,False,False
22.2,9,16,0,0,0.23,False,True,False,False,False,False,False
21.6,9,17,0,0,0.18,False,True,False,False,False,False,False
21.4,9,18,0,0,0.18,False,True,False,False,False,False,False
23.5,9,11,0,0,0.32,False,False,False,False,True,False,False
24.6,9,12,0,0,0.3,False,False,False,True,False,False,False
25.5,9,13,0,0,0.18,False,True,False,False,False,False,False
26.3,9,14,0,0,0.49,False,False,True,False,False,False,False
26.9,9,15,0,0,0.52,False,False,True,False,False,False,False
27.1,9,16,0,1,0.57,True,False,False,False,False,False,False
26.9,9,17,0,1,0.58,True,False,False,False,False,False,False
26.3,9,18,0,1,0.54,True,False,False,False,False,False,False
24.3,9,11,0,1,0.38,True,False,False,False,False,False,False
25.8,9,12,0,1,0.47,True,False,False,False,False,False,False
26.8,9,13,0,0,0.43,False,False,False,False,True,False,False
27.7,9,14,0,0,0.32,False,False,False,True,False,False,False
28.4,9,15,0,0,0.36,False,False,False,True,False,False,False
28.2,9,16,0,0,0.39,False,False,False,True,False,False,False
27.8,9,17,0,0,0.36,False,False,False,True,False,False,False
27.4,9,18,0,0,0.33,False,False,False,True,False,False,False
22.2,9,11,1,0,0.13,False,False,False,False,False,True,False
22.6,9,12,1,0,0.23,False,True,False,False,False,False,False
23.6,9,13,1,0,0.23,False,True,False,False,False,False,False
24.8,9,14,1,0,0.24,False,True,False,False,False,False,False
25.0,9,15,1,0,0.27,False,True,False,False,False,False,False
26.5,9,16,1,1,0.7,True,False,False,False,False,False,False
27.3,9,17,1,1,0.67,True,False,False,False,False,False,False
26.6,9,18,1,0,0.27,False,True,False,False,False,False,False
21.5,9,11,1,0,0.26,False,False,False,True,False,False,False
24.1,9,12,1,0,0.34,False,False,False,True,False,False,False
25.5,9,13,1,0,0.41,False,False,False,True,False,False,False
26.1,9,14,1,0,0.42,False,False,False,True,False,False,False
26.7,9,15,1,0,0.42,False,False,False,True,False,False,False
27.2,9,16,1,0,0.44,False,False,False,True,False,False,False
26.7,9,17,1,0,0.42,False,False,False,True,False,False,False
26.2,9,18,1,0,0.44,False,False,False,True,False,False,False
20.6,9,11,0,0,0.13,False,True,False,False,False,False,False
21.7,9,12,0,0,0.21,False,False,False,True,False,False,False
23.3,9,13,0,0,0.18,False,True,False,False,False,False,False
24.6,9,14,0,0,0.2,False,True,False,False,False,False,False
25.4,9,15,0,0,0.21,False,True,False,False,False,False,False
26.3,9,16,0,0,0.48,False,False,False,False,True,False,False
26.3,9,17,0,0,0.33,False,False,False,True,False,False,False
25.2,9,18,0,0,0.36,False,False,False,True,False,False,False
20.4,9,11,0,0,0.07,False,False,False,False,False,True,False
22.0,9,12,0,0,0.19,False,True,False,False,False,False,False
22.3,9,13,0,0,0.19,False,True,False,False,False,False,False
23.1,9,14,0,0,0.2,False,True,False,False,False,False,False
22.0,9,15,0,0,0.14,False,False,False,False,False,True,False
20.8,9,16,0,0,0.11,False,False,False,False,False,True,False
20.5,9,17,0,0,0.13,False,False,False,False,False,True,False
20.5,9,18,0,0,0.17,False,True,False,False,False,False,False
18.4,9,11,0,0,0.07,False,False,False,False,False,True,False
19.8,9,12,0,0,0.13,False,True,False,False,False,False,False
21.4,9,13,0,0,0.19,False,True,False,False,False,False,False
23.5,9,14,0,0,0.22,False,True,False,False,False,False,False
24.5,9,15,0,0,0.19,False,True,False,False,False,False,False
24.9,9,16,0,0,0.33,False,False,False,True,False,False,False
22.1,9,17,0,0,0.13,False,False,False,False,False,True,False
21.0,9,18,0,0,0.13,False,False,False,False,False,True,False
20.5,9,11,0,0,0.11,False,True,False,False,False,False,False
21.5,9,12,0,0,0.26,False,False,False,True,False,False,False
22.1,9,13,0,0,0.34,False,False,False,True,False,False,False
22.9,9,14,0,0,0.3,False,False,False,True,False,False,False
23.4,9,15,0,0,0.34,False,False,False,True,False,False,False
23.4,9,16,0,0,0.36,False,False,False,True,False,False,False
23.5,9,17,0,0,0.33,False,False,False,True,False,False,False
23.1,9,18,0,0,0.33,False,False,False,True,False,False,False
22.4,9,11,0,0,0.16,False,True,False,False,False,False,False
23.2,9,12,0,0,0.17,False,True,False,False,False,False,False
21.4,9,13,0,0,0.11,False,False,False,False,False,True,False
20.8,9,14,0,0,0.2,False,True,False,False,False,False,False
21.3,9,15,0,0,0.19,False,True,False,False,False,False,False
21.2,9,16,0,0,0.19,False,True,False,False,False,False,False
21.1,9,17,0,0,0.21,False,True,False,False,False,False,False
21.0,9,18,0,0,0.2,False,True,False,False,False,False,False
22.9,9,11,1,0,0.18,False,True,False,False,False,False,False
22.4,9,12,1,0,0.36,False,False,False,True,False,False,False
22.3,9,13,1,0,0.22,False,True,False,False,False,False,False
22.3,9,14,1,0,0.25,False,True,False,False,False,False,False
22.8,9,15,1,0,0.41,False,False,False,True,False,False,False
22.6,9,16,1,0,0.44,False,False,False,True,False,False,False
22.2,9,17,1,0,0.42,False,False,False,True,False,False,False
21.7,9,18,1,0,0.4,False,False,False,True,False,False,False
19.8,9,11,1,0,0.18,False,True,False,False,False,False,False
19.8,9,12,1,0,0.21,False,True,False,False,False,False,False
20.2,9,13,1,0,0.2,False,True,False,False,False,False,False
20.5,9,14,1,0,0.2,False,True,False,False,False,False,False
20.6,9,15,1,0,0.23,False,True,False,False,False,False,False
19.9,9,16,1,0,0.24,False,True,False,False,False,False,False
19.3,9,17,1,0,0.25,False,True,False,False,False,False,False
19.2,9,18,1,0,0.23,False,True,False,False,False,False,False
18.4,9,11,0,0,0.14,False,True,False,False,False,False,False
18.8,9,12,0,0,0.16,False,True,False,False,False,False,False
19.3,9,13,0,0,0.17,False,True,False,False,False,False,False
19.0,9,14,0,0,0.18,False,True,False,False,False,False,False
18.6,9,15,0,0,0.18,False,True,False,False,False,False,False
18.4,9,16,0,0,0.2,False,True,False,False,False,False,False
18.8,9,17,0,0,0.19,False,True,False,False,False,False,False
18.5,9,18,0,0,0.2,False,True,False,False,False,False,False
17.7,10,11,0,0,0.08,False,True,False,False,False,False,False
18.2,10,12,0,0,0.13,False,False,False,True,False,False,False
19.3,10,13,0,0,0.14,False,True,False,False,False,False,False
20.0,10,14,0,0,0.13,False,True,False,False,False,False,False
20.3,10,15,0,0,0.16,False,True,False,False,False,False,False
20.4,10,16,0,0,0.12,False,True,False,False,False,False,False
20.2,10,17,0,0,0.23,False,False,False,True,False,False,False
19.7,10,18,0,0,0.3,False,False,False,False,True,False,False
15.8,10,11,0,0,0.06,False,False,False,True,False,False,False
17.3,10,12,0,0,0.12,False,True,False,False,False,False,False
18.5,10,13,0,1,0.32,True,False,False,False,False,False,False
19.7,10,14,0,1,0.31,True,False,False,False,False,False,False
20.1,10,15,0,1,0.34,True,False,False,False,False,False,False
20.0,10,16,0,1,0.34,True,False,False,False,False,False,False
19.5,10,17,0,1,0.36,True,False,False,False,False,False,False
18.3,10,18,0,1,0.35,True,False,False,False,False,False,False
17.7,10,11,0,0,0.15,False,False,True,False,False,False,False
19.6,10,12,0,0,0.19,False,False,True,False,False,False,False
20.7,10,13,0,0,0.24,False,False,False,False,True,False,False
21.5,10,14,0,0,0.23,False,False,False,False,True,False,False
22.1,10,15,0,0,0.32,False,False,False,False,True,False,False
22.4,10,16,0,1,0.42,True,False,False,False,False,False,False
