datetime,temperature,cloudcover,weathercode,month,day,hour,weekday,weekend,sunny,weather,crowd_level
2024-08-23 12:00:00,23.0,0,0,8,23,12,4,0,1,Clear,0.66
2024-08-23 13:00:00,23.8,8,0,8,23,13,4,0,1,Clear,0.71
2024-08-23 14:00:00,24.6,36,1,8,23,14,4,0,0,Mostly Clear,0.68
2024-08-23 15:00:00,25.1,18,0,8,23,15,4,0,1,Clear,0.77
2024-08-23 16:00:00,25.4,17,0,8,23,16,4,0,1,Clear,0.75
2024-08-23 17:00:00,25.5,18,0,8,23,17,4,0,1,Clear,0.77
2024-08-23 18:00:00,25.1,0,0,8,23,18,4,0,1,Clear,0.78
2024-08-23 19:00:00,23.7,21,1,8,23,19,4,0,0,Mostly Clear,0.62
2024-08-23 20:00:00,21.1,0,0,8,23,20,4,0,1,Clear,0.65
2024-08-24 10:00:00,20.3,10,0,8,24,10,5,1,1,Clear,0.67
2024-08-24 11:00:00,23.5,7,0,8,24,11,5,1,1,Clear,0.8
2024-08-24 12:00:00,25.9,0,0,8,24,12,5,1,1,Clear,0.79
2024-08-24 13:00:00,27.2,0,0,8,24,13,5,1,1,Clear,0.87
2024-08-24 14:00:00,28.0,0,0,8,24,14,5,1,1,Clear,0.89
2024-08-24 15:00:00,28.6,1,0,8,24,15,5,1,1,Clear,0.95
2024-08-24 16:00:00,29.0,18,0,8,24,16,5,1,1,Clear,0.96
2024-08-24 17:00:00,29.0,1,0,8,24,17,5,1,1,Clear,0.96
2024-08-24 18:00:00,28.8,1,0,8,24,18,5,1,1,Clear,0.97
2024-08-24 19:00:00,26.8,22,1,8,24,19,5,1,0,Mostly Clear,0.75
2024-08-24 20:00:00,23.5,30,1,8,24,20,5,1,0,Mostly Clear,0.75
2024-08-25 10:00:00,22.2,1,0,8,25,10,6,1,1,Clear,0.73
2024-08-25 11:00:00,25.4,3,0,8,25,11,6,1,1,Clear,0.75
2024-08-25 12:00:00,27.7,5,0,8,25,12,6,1,1,Clear,0.81
2024-08-25 13:00:00,28.8,3,0,8,25,13,6,1,1,Clear,0.89
2024-08-25 14:00:00,29.7,32,1,8,25,14,6,1,0,Mostly Clear,0.83
2024-08-25 15:00:00,29.7,95,51,8,25,15,6,1,0,Drizzle,0.37
2024-08-25 16:00:00,29.8,80,51,8,25,16,6,1,0,Drizzle,0.33
2024-08-25 17:00:00,29.7,47,1,8,25,17,6,1,0,Mostly Clear,0.87
2024-08-25 18:00:00,28.1,68,51,8,25,18,6,1,0,Drizzle,0.36
2024-08-25 19:00:00,27.0,64,2,8,25,19,6,1,0,Partly Cloudy,0.68
2024-08-25 20:00:00,24.4,31,1,8,25,20,6,1,0,Mostly Clear,0.73
2024-08-26 10:00:00,22.1,100,53,8,26,10,0,0,0,Drizzle,0.21
2024-08-26 11:00:00,22.3,76,51,8,26,11,0,0,0,Drizzle,0.23
2024-08-26 12:00:00,24.6,73,2,8,26,12,0,0,0,Partly Cloudy,0.53
2024-08-26 13:00:00,26.0,100,3,8,26,13,0,0,0,Overcast,0.45
2024-08-26 14:00:00,27.0,57,2,8,26,14,0,0,0,Partly Cloudy,0.58
2024-08-26 15:00:00,28.5,10,0,8,26,15,0,0,1,Clear,0.81
2024-08-26 16:00:00,29.4,29,1,8,26,16,0,0,0,Mostly Clear,0.74
2024-08-26 17:00:00,29.4,23,1,8,26,17,0,0,0,Mostly Clear,0.75
2024-08-26 18:00:00,28.7,34,51,8,26,18,0,0,0,Drizzle,0.3
2024-08-26 19:00:00,27.6,34,1,8,26,19,0,0,0,Mostly Clear,0.63
2024-08-26 20:00:00,27.4,23,1,8,26,20,0,0,0,Mostly Clear,0.61
2024-08-27 10:00:00,24.1,71,2,8,27,10,1,0,0,Partly Cloudy,0.48
2024-08-27 11:00:00,27.1,14,0,8,27,11,1,0,1,Clear,0.63
2024-08-27 12:00:00,29.4,30,1,8,27,12,1,0,0,Mostly Clear,0.67
2024-08-27 13:00:00,30.7,13,0,8,27,13,1,0,1,Clear,0.76
2024-08-27 14:00:00,31.8,8,0,8,27,14,1,0,1,Clear,0.79
2024-08-27 15:00:00,32.6,9,0,8,27,15,1,0,1,Clear,0.82
2024-08-27 16:00:00,33.5,13,0,8,27,16,1,0,1,Clear,0.83
2024-08-27 17:00:00,33.8,32,1,8,27,17,1,0,0,Mostly Clear,0.73
2024-08-27 18:00:00,32.1,88,51,8,27,18,1,0,0,Drizzle,0.31
2024-08-27 19:00:00,29.7,98,51,8,27,19,1,0,0,Drizzle,0.28
2024-08-27 20:00:00,27.7,95,3,8,27,20,1,0,0,Overcast,0.41
2024-08-28 10:00:00,25.4,0,0,8,28,10,2,0,1,Clear,0.6
2024-08-28 11:00:00,27.9,0,0,8,28,11,2,0,1,Clear,0.65
2024-08-28 12:00:00,29.5,3,0,8,28,12,2,0,1,Clear,0.73
2024-08-28 13:00:00,30.8,10,0,8,28,13,2,0,1,Clear,0.75
2024-08-28 14:00:00,31.8,9,0,8,28,14,2,0,1,Clear,0.79
2024-08-28 15:00:00,32.7,55,2,8,28,15,2,0,0,Partly Cloudy,0.67
2024-08-28 16:00:00,29.1,52,53,8,28,16,2,0,0,Drizzle,0.31
2024-08-28 17:00:00,30.3,26,1,8,28,17,2,0,0,Mostly Clear,0.74
2024-08-28 18:00:00,30.2,63,2,8,28,18,2,0,0,Partly Cloudy,0.66
2024-08-28 19:00:00,29.0,28,1,8,28,19,2,0,0,Mostly Clear,0.69
2024-08-28 20:00:00,26.5,34,1,8,28,20,2,0,0,Mostly Clear,0.62
2024-08-29 10:00:00,26.2,51,2,8,29,10,3,0,0,Partly Cloudy,0.48
2024-08-29 11:00:00,28.0,54,2,8,29,11,3,0,0,Partly Cloudy,0.54
2024-08-29 12:00:00,29.3,54,2,8,29,12,3,0,0,Partly Cloudy,0.57
2024-08-29 13:00:00,30.4,25,1,8,29,13,3,0,0,Mostly Clear,0.7
2024-08-29 14:00:00,31.2,51,2,8,29,14,3,0,0,Partly Cloudy,0.65
2024-08-29 15:00:00,31.5,67,2,8,29,15,3,0,0,Partly Cloudy,0.65
2024-08-29 16:00:00,29.5,97,3,8,29,16,3,0,0,Overcast,0.48
2024-08-29 17:00:00,25.0,94,63,8,29,17,3,0,0,Rain,0.17
2024-08-29 18:00:00,25.0,100,61,8,29,18,3,0,0,Rain,0.16
2024-08-29 19:00:00,23.9,84,53,8,29,19,3,0,0,Drizzle,0.25
2024-08-29 20:00:00,23.2,52,2,8,29,20,3,0,0,Partly Cloudy,0.54
2024-08-30 10:00:00,23.2,100,3,8,30,10,4,0,0,Overcast,0.38
2024-08-30 11:00:00,25.7,61,2,8,30,11,4,0,0,Partly Cloudy,0.53
2024-08-30 12:00:00,27.6,29,1,8,30,12,4,0,0,Mostly Clear,0.62
2024-08-30 13:00:00,29.4,5,0,8,30,13,4,0,1,Clear,0.78
2024-08-30 14:00:00,30.5,21,1,8,30,14,4,0,0,Mostly Clear,0.69
2024-08-30 15:00:00,31.1,15,0,8,30,15,4,0,1,Clear,0.83
2024-08-30 16:00:00,31.5,41,1,8,30,16,4,0,0,Mostly Clear,0.74
2024-08-30 17:00:00,31.5,44,1,8,30,17,4,0,0,Mostly Clear,0.75
2024-08-30 18:00:00,30.6,41,51,8,30,18,4,0,0,Drizzle,0.3
2024-08-30 19:00:00,29.3,29,1,8,30,19,4,0,0,Mostly Clear,0.65
2024-08-30 20:00:00,23.5,88,63,8,30,20,4,0,0,Rain,0.18
2024-08-31 10:00:00,25.2,93,3,8,31,10,5,1,0,Overcast,0.46
2024-08-31 11:00:00,25.1,87,3,8,31,11,5,1,0,Overcast,0.46
2024-08-31 12:00:00,27.8,33,1,8,31,12,5,1,0,Mostly Clear,0.7
2024-08-31 13:00:00,29.5,93,3,8,31,13,5,1,0,Overcast,0.54
2024-08-31 14:00:00,29.6,70,51,8,31,14,5,1,0,Drizzle,0.33
2024-08-31 15:00:00,28.8,100,51,8,31,15,5,1,0,Drizzle,0.33
2024-08-31 16:00:00,24.5,100,65,8,31,16,5,1,0,Rain,0.19
2024-08-31 17:00:00,23.0,100,53,8,31,17,5,1,0,Drizzle,0.32
2024-08-31 18:00:00,23.7,94,51,8,31,18,5,1,0,Drizzle,0.33
2024-08-31 19:00:00,23.5,100,3,8,31,19,5,1,0,Overcast,0.51
2024-08-31 20:00:00,22.6,100,61,8,31,20,5,1,0,Rain,0.17
2024-09-01 11:00:00,24.3,12,0,9,1,11,6,1,1,Clear,0.53
2024-09-01 12:00:00,25.6,0,0,9,1,12,6,1,1,Clear,0.58
2024-09-01 13:00:00,26.9,0,0,9,1,13,6,1,1,Clear,0.68
2024-09-01 14:00:00,28.1,0,0,9,1,14,6,1,1,Clear,0.69
2024-09-01 15:00:00,29.1,0,0,9,1,15,6,1,1,Clear,0.72
2024-09-01 16:00:00,29.2,0,0,9,1,16,6,1,1,Clear,0.75
2024-09-01 17:00:00,29.0,2,0,9,1,17,6,1,1,Clear,0.74
2024-09-01 18:00:00,28.7,67,2,9,1,18,6,1,0,Partly Cloudy,0.62
2024-09-02 11:00:00,18.9,0,0,9,2,11,0,0,1,Clear,0.3
2024-09-02 12:00:00,20.0,15,0,9,2,12,0,0,1,Clear,0.37
2024-09-02 13:00:00,21.3,1,0,9,2,13,0,0,1,Clear,0.44
2024-09-02 14:00:00,22.2,24,1,9,2,14,0,0,0,Mostly Clear,0.46
2024-09-02 15:00:00,22.5,8,0,9,2,15,0,0,1,Clear,0.57
2024-09-02 16:00:00,22.4,1,0,9,2,16,0,0,1,Clear,0.57
2024-09-02 17:00:00,21.8,6,0,9,2,17,0,0,1,Clear,0.48
2024-09-02 18:00:00,20.9,13,0,9,2,18,0,0,1,Clear,0.48
2024-09-03 11:00:00,17.9,0,0,9,3,11,1,0,1,Clear,0.34
2024-09-03 12:00:00,19.3,0,0,9,3,12,1,0,1,Clear,0.39
2024-09-03 13:00:00,20.4,0,0,9,3,13,1,0,1,Clear,0.47
2024-09-03 14:00:00,21.4,0,0,9,3,14,1,0,1,Clear,0.44
2024-09-03 15:00:00,22.1,0,0,9,3,15,1,0,1,Clear,0.57
2024-09-03 16:00:00,22.4,3,0,9,3,16,1,0,1,Clear,0.55
2024-09-03 17:00:00,22.4,4,0,9,3,17,1,0,1,Clear,0.55
2024-09-03 18:00:00,21.9,15,0,9,3,18,1,0,1,Clear,0.51
2024-09-04 11:00:00,19.9,0,0,9,4,11,2,0,1,Clear,0.33
2024-09-04 12:00:00,21.8,0,0,9,4,12,2,0,1,Clear,0.39
2024-09-04 13:00:00,23.3,0,0,9,4,13,2,0,1,Clear,0.54
2024-09-04 14:00:00,24.3,0,0,9,4,14,2,0,1,Clear,0.52
2024-09-04 15:00:00,25.0,0,0,9,4,15,2,0,1,Clear,0.58
2024-09-04 16:00:00,25.3,0,0,9,4,16,2,0,1,Clear,0.56
2024-09-04 17:00:00,25.0,0,0,9,4,17,2,0,1,Clear,0.56
2024-09-04 18:00:00,24.2,0,0,9,4,18,2,0,1,Clear,0.55
2024-09-05 11:00:00,20.9,0,0,9,5,11,3,0,1,Clear,0.32
2024-09-05 12:00:00,22.9,0,0,9,5,12,3,0,1,Clear,0.43
2024-09-05 13:00:00,24.2,0,0,9,5,13,3,0,1,Clear,0.53
2024-09-05 14:00:00,25.3,0,0,9,5,14,3,0,1,Clear,0.54
2024-09-05 15:00:00,25.9,0,0,9,5,15,3,0,1,Clear,0.56
2024-09-05 16:00:00,26.4,0,0,9,5,16,3,0,1,Clear,0.55
2024-09-05 17:00:00,26.3,0,0,9,5,17,3,0,1,Clear,0.58
2024-09-05 18:00:00,25.7,0,0,9,5,18,3,0,1,Clear,0.57
2024-09-06 11:00:00,23.4,22,1,9,6,11,4,0,0,Mostly Clear,0.34
2024-09-06 12:00:00,26.1,11,0,9,6,12,4,0,1,Clear,0.44
2024-09-06 13:00:00,28.3,33,1,9,6,13,4,0,0,Mostly Clear,0.54
2024-09-06 14:00:00,28.9,29,1,9,6,14,4,0,0,Mostly Clear,0.5
2024-09-06 15:00:00,29.6,71,2,9,6,15,4,0,0,Partly Cloudy,0.5
2024-09-06 16:00:00,29.4,76,2,9,6,16,4,0,0,Partly Cloudy,0.49
2024-09-06 17:00:00,28.0,51,51,9,6,17,4,0,0,Drizzle,0.25
2024-09-06 18:00:00,27.0,100,3,9,6,18,4,0,0,Overcast,0.34
2024-09-07 11:00:00,16.4,19,0,9,7,11,5,1,1,Clear,0.38
2024-09-07 12:00:00,17.4,27,51,9,7,12,5,1,0,Drizzle,0.19
2024-09-07 13:00:00,18.2,28,51,9,7,13,5,1,0,Drizzle,0.24
2024-09-07 14:00:00,19.1,15,51,9,7,14,5,1,0,Drizzle,0.21
2024-09-07 15:00:00,19.0,21,1,9,7,15,5,1,0,Mostly Clear,0.56
2024-09-07 16:00:00,18.5,27,51,9,7,16,5,1,0,Drizzle,0.26
2024-09-07 17:00:00,17.9,34,1,9,7,17,5,1,0,Mostly Clear,0.58
2024-09-07 18:00:00,16.8,69,2,9,7,18,5,1,0,Partly Cloudy,0.45
2024-09-08 11:00:00,15.6,16,0,9,8,11,6,1,1,Clear,0.4
2024-09-08 12:00:00,17.1,18,0,9,8,12,6,1,1,Clear,0.5
2024-09-08 13:00:00,18.4,29,1,9,8,13,6,1,0,Mostly Clear,0.52
2024-09-08 14:00:00,19.2,2,0,9,8,14,6,1,1,Clear,0.58
2024-09-08 15:00:00,19.6,0,0,9,8,15,6,1,1,Clear,0.62
2024-09-08 16:00:00,19.8,0,0,9,8,16,6,1,1,Clear,0.63
2024-09-08 17:00:00,19.7,0,0,9,8,17,6,1,1,Clear,0.6
2024-09-08 18:00:00,19.1,0,0,9,8,18,6,1,1,Clear,0.62
2024-09-09 11:00:00,19.0,18,0,9,9,11,0,0,1,Clear,0.33
2024-09-09 12:00:00,20.4,20,1,9,9,12,0,0,0,Mostly Clear,0.36
2024-09-09 13:00:00,21.4,9,0,9,9,13,0,0,1,Clear,0.47
2024-09-09 14:00:00,22.5,0,0,9,9,14,0,0,1,Clear,0.51
2024-09-09 15:00:00,23.3,18,0,9,9,15,0,0,1,Clear,0.58
2024-09-09 16:00:00,23.5,56,2,9,9,16,0,0,0,Partly Cloudy,0.45
2024-09-09 17:00:00,23.2,25,1,9,9,17,0,0,0,Mostly Clear,0.5
2024-09-09 18:00:00,22.8,10,0,9,9,18,0,0,1,Clear,0.56
2024-09-10 11:00:00,21.2,0,0,9,10,11,1,0,1,Clear,0.34
2024-09-10 12:00:00,23.3,16,0,9,10,12,1,0,1,Clear,0.45
2024-09-10 13:00:00,25.0,53,2,9,10,13,1,0,0,Partly Cloudy,0.45
2024-09-10 14:00:00,25.9,47,1,9,10,14,1,0,0,Mostly Clear,0.49
2024-09-10 15:00:00,26.6,46,1,9,10,15,1,0,0,Mostly Clear,0.51
2024-09-10 16:00:00,26.9,81,3,9,10,16,1,0,0,Overcast,0.33
2024-09-10 17:00:00,26.8,76,2,9,10,17,1,0,0,Partly Cloudy,0.48
2024-09-10 18:00:00,26.0,70,2,9,10,18,1,0,0,Partly Cloudy,0.46
2024-09-11 11:00:00,23.6,0,0,9,11,11,2,0,1,Clear,0.4
2024-09-11 12:00:00,25.6,0,0,9,11,12,2,0,1,Clear,0.42
2024-09-11 13:00:00,26.5,74,2,9,11,13,2,0,0,Partly Cloudy,0.4
2024-09-11 14:00:00,27.2,16,0,9,11,14,2,0,1,Clear,0.53
2024-09-11 15:00:00,27.7,0,0,9,11,15,2,0,1,Clear,0.55
2024-09-11 16:00:00,27.9,0,0,9,11,16,2,0,1,Clear,0.55
2024-09-11 17:00:00,27.9,0,0,9,11,17,2,0,1,Clear,0.57
2024-09-11 18:00:00,27.2,0,0,9,11,18,2,0,1,Clear,0.56
2024-09-12 11:00:00,23.4,0,0,9,12,11,3,0,1,Clear,0.37
2024-09-12 12:00:00,25.1,0,0,9,12,12,3,0,1,Clear,0.42
2024-09-12 13:00:00,26.4,0,0,9,12,13,3,0,1,Clear,0.53
2024-09-12 14:00:00,27.3,0,0,9,12,14,3,0,1,Clear,0.53
2024-09-12 15:00:00,27.8,0,0,9,12,15,3,0,1,Clear,0.57
2024-09-12 16:00:00,28.1,0,0,9,12,16,3,0,1,Clear,0.61
2024-09-12 17:00:00,27.7,0,0,9,12,17,3,0,1,Clear,0.59
2024-09-12 18:00:00,26.7,90,3,9,12,18,3,0,0,Overcast,0.34
2024-09-13 11:00:00,22.9,76,2,9,13,11,4,0,0,Partly Cloudy,0.34
2024-09-13 12:00:00,24.6,72,2,9,13,12,4,0,0,Partly Cloudy,0.37
2024-09-13 13:00:00,25.7,45,1,9,13,13,4,0,0,Mostly Clear,0.49
2024-09-13 14:00:00,26.7,66,2,9,13,14,4,0,0,Partly Cloudy,0.45
2024-09-13 15:00:00,27.4,69,2,9,13,15,4,0,0,Partly Cloudy,0.46
2024-09-13 16:00:00,27.6,8,0,9,13,16,4,0,1,Clear,0.56
2024-09-13 17:00:00,27.2,3,0,9,13,17,4,0,1,Clear,0.57
2024-09-13 18:00:00,26.4,0,0,9,13,18,4,0,1,Clear,0.55
2024-09-14 11:00:00,23.9,0,0,9,14,11,5,1,1,Clear,0.52
2024-09-14 12:00:00,25.4,0,0,9,14,12,5,1,1,Clear,0.55
2024-09-14 13:00:00,26.4,6,0,9,14,13,5,1,1,Clear,0.63
2024-09-14 14:00:00,27.1,0,0,9,14,14,5,1,1,Clear,0.67
2024-09-14 15:00:00,27.9,0,0,9,14,15,5,1,1,Clear,0.71
2024-09-14 16:00:00,28.4,0,0,9,14,16,5,1,1,Clear,0.74
2024-09-14 17:00:00,28.2,0,0,9,14,17,5,1,1,Clear,0.72
2024-09-14 18:00:00,27.4,0,0,9,14,18,5,1,1,Clear,0.68
2024-09-15 11:00:00,23.6,0,0,9,15,11,6,1,1,Clear,0.55
2024-09-15 12:00:00,25.3,0,0,9,15,12,6,1,1,Clear,0.57
2024-09-15 13:00:00,26.4,0,0,9,15,13,6,1,1,Clear,0.64
2024-09-15 14:00:00,27.5,0,0,9,15,14,6,1,1,Clear,0.63
2024-09-15 15:00:00,28.1,0,0,9,15,15,6,1,1,Clear,0.73
2024-09-15 16:00:00,28.1,0,0,9,15,16,6,1,1,Clear,0.74
2024-09-15 17:00:00,27.6,0,0,9,15,17,6,1,1,Clear,0.71
2024-09-15 18:00:00,26.7,0,0,9,15,18,6,1,1,Clear,0.71
2024-09-16 11:00:00,21.5,100,3,9,16,11,0,0,0,Overcast,0.2
2024-09-16 12:00:00,23.2,100,3,9,16,12,0,0,0,Overcast,0.26
2024-09-16 13:00:00,24.2,100,3,9,16,13,0,0,0,Overcast,0.32
2024-09-16 14:00:00,25.2,100,3,9,16,14,0,0,0,Overcast,0.35
2024-09-16 15:00:00,25.3,100,3,9,16,15,0,0,0,Overcast,0.33
2024-09-16 16:00:00,25.3,100,3,9,16,16,0,0,0,Overcast,0.34
2024-09-16 17:00:00,24.7,100,3,9,16,17,0,0,0,Overcast,0.35
2024-09-16 18:00:00,23.8,100,3,9,16,18,0,0,0,Overcast,0.36
2024-09-17 11:00:00,22.9,100,3,9,17,11,1,0,0,Overcast,0.23
2024-09-17 12:00:00,24.2,100,3,9,17,12,1,0,0,Overcast,0.25
2024-09-17 13:00:00,24.1,100,3,9,17,13,1,0,0,Overcast,0.32
2024-09-17 14:00:00,24.9,100,3,9,17,14,1,0,0,Overcast,0.3
2024-09-17 15:00:00,25.8,100,3,9,17,15,1,0,0,Overcast,0.33
2024-09-17 16:00:00,26.6,100,3,9,17,16,1,0,0,Overcast,0.36
2024-09-17 17:00:00,26.4,100,3,9,17,17,1,0,0,Overcast,0.37
2024-09-17 18:00:00,25.6,100,3,9,17,18,1,0,0,Overcast,0.34
2024-09-18 11:00:00,22.3,33,1,9,18,11,2,0,0,Mostly Clear,0.36
2024-09-18 12:00:00,24.3,61,2,9,18,12,2,0,0,Partly Cloudy,0.35
2024-09-18 13:00:00,24.6,57,51,9,18,13,2,0,0,Drizzle,0.22
2024-09-18 14:00:00,25.6,24,51,9,18,14,2,0,0,Drizzle,0.21
2024-09-18 15:00:00,23.6,96,53,9,18,15,2,0,0,Drizzle,0.2
2024-09-18 16:00:00,22.2,95,51,9,18,16,2,0,0,Drizzle,0.23
2024-09-18 17:00:00,21.6,100,53,9,18,17,2,0,0,Drizzle,0.18
2024-09-18 18:00:00,21.4,54,51,9,18,18,2,0,0,Drizzle,0.18
2024-09-19 11:00:00,23.5,75,2,9,19,11,3,0,0,Partly Cloudy,0.32
2024-09-19 12:00:00,24.6,89,3,9,19,12,3,0,0,Overcast,0.3
2024-09-19 13:00:00,25.5,70,51,9,19,13,3,0,0,Drizzle,0.18
2024-09-19 14:00:00,26.3,27,1,9,19,14,3,0,0,Mostly Clear,0.49
2024-09-19 15:00:00,26.9,23,1,9,19,15,3,0,0,Mostly Clear,0.52
2024-09-19 16:00:00,27.1,19,0,9,19,16,3,0,1,Clear,0.57
2024-09-19 17:00:00,26.9,10,0,9,19,17,3,0,1,Clear,0.58
2024-09-19 18:00:00,26.3,9,0,9,19,18,3,0,1,Clear,0.54
2024-09-20 11:00:00,24.3,0,0,9,20,11,4,0,1,Clear,0.38
2024-09-20 12:00:00,25.8,9,0,9,20,12,4,0,1,Clear,0.47
2024-09-20 13:00:00,26.8,55,2,9,20,13,4,0,0,Partly Cloudy,0.43
2024-09-20 14:00:00,27.7,100,3,9,20,14,4,0,0,Overcast,0.32
2024-09-20 15:00:00,28.4,99,3,9,20,15,4,0,0,Overcast,0.36
2024-09-20 16:00:00,28.2,100,3,9,20,16,4,0,0,Overcast,0.39
2024-09-20 17:00:00,27.8,91,3,9,20,17,4,0,0,Overcast,0.36
2024-09-20 18:00:00,27.4,86,3,9,20,18,4,0,0,Overcast,0.33
2024-09-21 11:00:00,22.2,50,63,9,21,11,5,1,0,Rain,0.13
2024-09-21 12:00:00,22.6,33,53,9,21,12,5,1,0,Drizzle,0.23
2024-09-21 13:00:00,23.6,57,55,9,21,13,5,1,0,Drizzle,0.23
2024-09-21 14:00:00,24.8,29,51,9,21,14,5,1,0,Drizzle,0.24
2024-09-21 15:00:00,25.0,17,51,9,21,15,5,1,0,Drizzle,0.27
2024-09-21 16:00:00,26.5,15,0,9,21,16,5,1,1,Clear,0.7
2024-09-21 17:00:00,27.3,18,0,9,21,17,5,1,1,Clear,0.67
2024-09-21 18:00:00,26.6,24,51,9,21,18,5,1,0,Drizzle,0.27
2024-09-22 11:00:00,21.5,100,3,9,22,11,6,1,0,Overcast,0.26
2024-09-22 12:00:00,24.1,100,3,9,22,12,6,1,0,Overcast,0.34
2024-09-22 13:00:00,25.5,100,3,9,22,13,6,1,0,Overcast,0.41
2024-09-22 14:00:00,26.1,100,3,9,22,14,6,1,0,Overcast,0.42
2024-09-22 15:00:00,26.7,100,3,9,22,15,6,1,0,Overcast,0.42
2024-09-22 16:00:00,27.2,100,3,9,22,16,6,1,0,Overcast,0.44
2024-09-22 17:00:00,26.7,94,3,9,22,17,6,1,0,Overcast,0.42
2024-09-22 18:00:00,26.2,100,3,9,22,18,6,1,0,Overcast,0.44
2024-09-23 11:00:00,20.6,100,53,9,23,11,0,0,0,Drizzle,0.13
2024-09-23 12:00:00,21.7,100,3,9,23,12,0,0,0,Overcast,0.21
2024-09-23 13:00:00,23.3,100,51,9,23,13,0,0,0,Drizzle,0.18
2024-09-23 14:00:00,24.6,100,51,9,23,14,0,0,0,Drizzle,0.2
2024-09-23 15:00:00,25.4,99,51,9,23,15,0,0,0,Drizzle,0.21
2024-09-23 16:00:00,26.3,68,2,9,23,16,0,0,0,Partly Cloudy,0.48
2024-09-23 17:00:00,26.3,100,3,9,23,17,0,0,0,Overcast,0.33
2024-09-23 18:00:00,25.2,98,3,9,23,18,0,0,0,Overcast,0.36
2024-09-24 11:00:00,20.4,100,63,9,24,11,1,0,0,Rain,0.07
2024-09-24 12:00:00,22.0,100,53,9,24,12,1,0,0,Drizzle,0.19
2024-09-24 13:00:00,22.3,100,53,9,24,13,1,0,0,Drizzle,0.19
2024-09-24 14:00:00,23.1,46,51,9,24,14,1,0,0,Drizzle,0.2
2024-09-24 15:00:00,22.0,100,63,9,24,15,1,0,0,Rain,0.14
2024-09-24 16:00:00,20.8,100,63,9,24,16,1,0,0,Rain,0.11
2024-09-24 17:00:00,20.5,100,61,9,24,17,1,0,0,Rain,0.13
2024-09-24 18:00:00,20.5,100,53,9,24,18,1,0,0,Drizzle,0.17
2024-09-25 11:00:00,18.4,100,63,9,25,11,2,0,0,Rain,0.07
2024-09-25 12:00:00,19.8,100,51,9,25,12,2,0,0,Drizzle,0.13
2024-09-25 13:00:00,21.4,100,51,9,25,13,2,0,0,Drizzle,0.19
2024-09-25 14:00:00,23.5,100,51,9,25,14,2,0,0,Drizzle,0.22
2024-09-25 15:00:00,24.5,97,51,9,25,15,2,0,0,Drizzle,0.19
2024-09-25 16:00:00,24.9,100,3,9,25,16,2,0,0,Overcast,0.33
2024-09-25 17:00:00,22.1,100,63,9,25,17,2,0,0,Rain,0.13
2024-09-25 18:00:00,21.0,100,63,9,25,18,2,0,0,Rain,0.13
2024-09-26 11:00:00,20.5,100,51,9,26,11,3,0,0,Drizzle,0.11
2024-09-26 12:00:00,21.5,100,3,9,26,12,3,0,0,Overcast,0.26
2024-09-26 13:00:00,22.1,100,3,9,26,13,3,0,0,Overcast,0.34
2024-09-26 14:00:00,22.9,100,3,9,26,14,3,0,0,Overcast,0.3
2024-09-26 15:00:00,23.4,100,3,9,26,15,3,0,0,Overcast,0.34
2024-09-26 16:00:00,23.4,100,3,9,26,16,3,0,0,Overcast,0.36
2024-09-26 17:00:00,23.5,100,3,9,26,17,3,0,0,Overcast,0.33
2024-09-26 18:00:00,23.1,100,3,9,26,18,3,0,0,Overcast,0.33
2024-09-27 11:00:00,22.4,100,51,9,27,11,4,0,0,Drizzle,0.16
2024-09-27 12:00:00,23.2,100,51,9,27,12,4,0,0,Drizzle,0.17
2024-09-27 13:00:00,21.4,100,61,9,27,13,4,0,0,Rain,0.11
2024-09-27 14:00:00,20.8,100,53,9,27,14,4,0,0,Drizzle,0.2
2024-09-27 15:00:00,21.3,100,53,9,27,15,4,0,0,Drizzle,0.19
2024-09-27 16:00:00,21.2,100,55,9,27,16,4,0,0,Drizzle,0.19
2024-09-27 17:00:00,21.1,100,51,9,27,17,4,0,0,Drizzle,0.21
2024-09-27 18:00:00,21.0,100,51,9,27,18,4,0,0,Drizzle,0.2
2024-09-28 11:00:00,22.9,100,53,9,28,11,5,1,0,Drizzle,0.18
2024-09-28 12:00:00,22.4,100,3,9,28,12,5,1,0,Overcast,0.36
2024-09-28 13:00:00,22.3,100,51,9,28,13,5,1,0,Drizzle,0.22
2024-09-28 14:00:00,22.3,100,51,9,28,14,5,1,0,Drizzle,0.25
2024-09-28 15:00:00,22.8,100,3,9,28,15,5,1,0,Overcast,0.41
2024-09-28 16:00:00,22.6,100,3,9,28,16,5,1,0,Overcast,0.44
2024-09-28 17:00:00,22.2,100,3,9,28,17,5,1,0,Overcast,0.42
2024-09-28 18:00:00,21.7,100,3,9,28,18,5,1,0,Overcast,0.4
2024-09-29 11:00:00,19.8,100,53,9,29,11,6,1,0,Drizzle,0.18
2024-09-29 12:00:00,19.8,100,53,9,29,12,6,1,0,Drizzle,0.21
2024-09-29 13:00:00,20.2,100,51,9,29,13,6,1,0,Drizzle,0.2
2024-09-29 14:00:00,20.5,100,51,9,29,14,6,1,0,Drizzle,0.2
2024-09-29 15:00:00,20.6,100,51,9,29,15,6,1,0,Drizzle,0.23
2024-09-29 16:00:00,19.9,100,51,9,29,16,6,1,0,Drizzle,0.24
2024-09-29 17:00:00,19.3,100,51,9,29,17,6,1,0,Drizzle,0.25
